Recipe_Index,Title,Ingredients,Instructions,Image_Name,Count,Rating
435,Aussie Burger,"['1/4 cup ketchup', '1/4 cup mayonnaise', '1 teaspoon Asian chile paste such as sambal oelek', '1 1/4 pounds ground beef chuck', '4 kaiser rolls, split', '4 pineapple rings', '1 tablespoon vegetable oil, divided', '4 large eggs', '3/4 cup drained sliced pickled beets']","Prepare grill for direct-heat cooking over medium-hot charcoal (medium heat for gas); see Grilling Procedure .
Combine ketchup, mayonnaise, and chile paste.
Mix beef with 1 teaspoon salt and 1/2 teaspoon pepper, then form into 4 (4 1/4-inch-diameter) patties.
Lightly toast rolls on grill.
Pat pineapple dry and brush with 1/2 tablespoon oil.
Oil grill rack, then grill pineapple and burgers, covered only if using a gas grill, turning once, until pineapple is tender and caramelized and burgers are medium-rare, about 4 minutes total.
Heat remaining 1/2 tablespoon oil in a large nonstick skillet over medium-high heat until hot, then fry eggs.
Spread chile mayonnaise on rolls, then assemble burgers with pineapple, beets, eggs, lettuce, and tomato.",aussie-burger-242924,0,
436,Mediterranean Roast Beef Pita,"['3 tablespoons pine nuts', '1/2 pound deli roast beef, cut into thin strips', '2 cups shredded romaine lettuce', '1 cup shredded carrots', '1 cup thinly sliced cucumber', '1/2cup thinly sliced red onion', '1/3 cup crumbled feta', '4 whole-wheat pita pockets', '2 tablespoons fat-free mayonnaise', '2 tablespoons skim milk', '1 tablespoon cider vinegar']","Toast pine nuts: Place in a dry skillet over medium heat; stir occasionally until lightly browned, about 3 minutes. Cool. Toss nuts, beef, lettuce, carrots, cucumber, onion and feta in a bowl. Slice off 1/4 of each pita; stuff larger piece with filling. Whisk mayonnaise, milk and vinegar in another bowl. Drizzle dressing over pita filling. Serve with remaining 1/4 pita.",mediterranean-roast-beef-pita-350288,0,
437,Beef Tenderloin with Smoked Paprika Mayonnaise,"['2 large garlic cloves', '1 teaspoon smoked paprika', '1 teaspoon ground cumin', '1 tablespoon olive oil', '1 (3 1/2- to 4-pound) trimmed beef tenderloin roast, tied', '1 cup mayonnaise', '1 teaspoon smoked paprika', '1/2 teaspoon ground cumin', '2 tablespoons meat juices from beef', 'or to taste']","Preheat oven to 260°C with rack in middle.
Mince and mash garlic to a paste with 1 1/4 teaspoon salt. Transfer to a small bowl and stir in paprika, cumin, oil, and 1 teaspoon pepper.
Pat tenderloin dry, then rub garlic mixture all over it. Roast in a roasting pan until an instant-read thermometer inserted diagonally 2 inches into center of meat registers 49°C, 25 to 35 minutes for medium-rare.
Transfer to a platter along with any pan juices and cool, loosely covered with foil, 30 minutes to 1 hour. (Internal temperature will rise to about 54°C as it rests.)
Stir together mayonnaise, paprika, cumin, and 1/2 teaspoon pepper. Stir in meat juices and salt to taste
Cut meat into thick slices. Serve warm or at room temperature, with smoked-paprika mayonnaise.",beef-tenderloin-with-smoked-paprika-mayonnaise-242869,0,
438,Provençal Rack of Lamb,"['2 garlic cloves', '2 teaspoons chopped thyme', '1 teaspoon chopped rosemary', '3 tablespoons olive oil, divided', '2 medium tomatoes, halved', '1 (1-pound) frenched rack of lamb (4 to 8 chops, depending on size), cut in half', '2 medium shallots, thinly sliced (1/3 cup)', '2 medium boiling potatoes, peeled and sliced crosswise 1/4 inch thick', '2 tablespoons water']","Preheat oven to 204°C with rack in middle.
Mince and mash garlic to a paste with 1/2 teaspoon salt and 1/2 teaspoon pepper. Stir together with herbs and 1 tablespoon oil.
Put tomatoes cut sides up in an oiled small baking dish and drizzle with a third of garlic mixture. Roast until tender, 30 to 40 minutes.
Meanwhile, pat lamb dry and season with 1/4 teaspoon salt and 1/4 teaspoon pepper.
Heat 1 tablespoon oil in a 10-inch ovenproof skillet over medium-high heat until it shimmers. Brown lamb on all sides, 4 to 6 minutes total. Transfer lamb to a cutting board and discard oil from skillet.
Heat remaining tablespoon oil in skillet over medium heat and cook shallots and potatoes, stirring occasionally, until edges are browned, 3 to 5 minutes. Stir in water and half of remaining garlic mixture and remove from heat.
Rub remaining garlic mixture on fat side of lamb racks. Arrange lamb over potatoes and roast in oven until an instant-read thermometer inserted into center of meat (do not touch bone) registers 54°C for medium-rare, 20 to 25 minutes.
Let stand, loosely covered, 5 to 10 minutes. Serve with tomatoes.",provencal-rack-of-lamb-350228,0,
439,Steamed Egg Custard with Blue Crab and Flowering Chives,"['3 large dried Chinese black mushrooms', '2 1/3 cups water', '1 (4-inch) piece kombu (dried kelp)', '2 tablespoons bonito flakes', '6 large eggs', '1/4 cup heavy cream', '1 1/2 teaspoons Shaoxing wine', '1 1/2 teaspoons dry Oloroso Sherry', '1 1/2 teaspoons soy sauce', '1 teaspoon kosher salt', '1/4 teaspoon sugar', '1/2 teaspoon Asian sesame oil', '18 flowering Chinese chives, tough bottoms discarded', '1/2 pound jumbo lump crabmeat, picked over', '1/2 teaspoon Asian sesame oil', '1/4 teaspoon sugar', '3/4 teaspoon kosher salt', '1 1/2 teaspoons Shaoxing wine', '1 tablespoon dry Oloroso Sherry', 'Pinch of white pepper', 'Equipment: 8 (4- to 5-ounce) bowls or ramekins']","Simmer mushrooms in water in a small saucepan 5 minutes, then let steep off heat 10 minutes. Add kombu and return just to a simmer. Turn off heat and add bonito flakes, then let steep 10 minutes. Strain stock through a fine-mesh sieve into a bowl or glass measure, discarding solids. Cool dashi to room temperature.
Beat eggs and 1 1/2 cups cooled dashi in a medium bowl, then whisk in remaining custard ingredients.
Divide among bowls. Cover each tightly with foil and arrange in a steamer rack. Steam, covered, over simmering water until just barely set in center, 8 to 10 minutes. Remove pot from heat and let stand, covered, 2 to 3 minutes. (Custard will continue to set.)
Blanch chives in a medium pot of boiling salted water 30 seconds, then transfer to an ice bath to stop cooking. Pat chives dry. Cut into 3/4-inch pieces and gently combine with crab and remaining ingredients.
Top warm custards with crab mixture.",steamed-egg-custard-with-blue-crab-and-flowering-chives-350210,0,
440,Egg Foo Yung,"['1/2 cup reduced-sodium chicken broth', '1 1/2 tablespoons oyster sauce', '1 tablespoon ketchup', '1 teaspoon soy sauce', '1 teaspoon distilled white vinegar', '1 teaspoon cornstarch', '1 bunch scallions', '8 large eggs', '1 teaspoon Asian sesame oil', '1/4 pound sliced fresh mushrooms (preferably shiitake)', '1 cup fresh bean sprouts (3 ounces)', '2 tablespoons vegetable oil', '6 ounces peeled cooked shrimp', 'chopped']","Whisk together broth, oyster sauce, ketchup, soy sauce, vinegar, cornstarch, and a pinch of salt in a small heavy saucepan. Bring to a simmer, whisking occasionally, and simmer 2 minutes. Remove from heat.
Chop scallions, separating white parts and greens.
Beat eggs in a bowl with sesame oil and 1/4 tsp each of salt and pepper.
Cook white scallion, mushrooms, sprouts, and 1/4 tsp salt in vegetable oil in a 10-inch nonstick skillet over medium-high heat until any liquid has evaporated, about 5 minutes. Add shrimp and half of scallion greens, then pour in eggs and cook, stirring occasionally, until eggs are just cooked but still slightly loose. Cover skillet and cook until eggs are just set, about 3 minutes.
Serve sprinkled with remaining scallion greens. Serve sauce on the side.",egg-foo-yung-242591,0,
441,"Rigatoni with Spicy Sausage-Tomato Sauce, Arugula, and Parmesan","['1 tablespoon olive oil', '1 large onion, chopped', '3 garlic cloves, chopped', '2 pounds fresh hot Italian sausages, casings removed', '1/2 cup dry red wine', '1 28-ounce can diced tomatoes in juice', '1 28-ounce can crushed tomatoes with added puree', '8 ounces rigatoni', '2 cups (packed) fresh arugula, stemmed', '1/2 cup thinly sliced fresh basil leaves', '1 tablespoon chopped fresh oregano', '1/2 cup freshly grated Parmesan cheese']","Heat oil in heavy large pot over medium heat. Add onion; sauté until translucent, about 4 minutes. Add garlic; stir 1 minute. Add sausage; cook until browned, breaking up with back of spoon, about 5 minutes. Drain drippings from pot. Add wine, diced tomatoes with juice, and crushed tomatoes; increase heat and bring to boil. Reduce heat to low and simmer 30 minutes to blend flavors, stirring occasionally. DO AHEAD: Can be made 1 day ahead. Cool slightly. Refrigerate uncovered until cool, then cover and keep chilled. Rewarm over medium heat before continuing.
Meanwhile, cook pasta in large pot of boiling salted water until tender but still firm to bite, stirring occasionally. Drain.
Stir pasta, arugula, basil, and oregano into tomato sauce. Simmer until arugula wilts, stirring often, about 2 minutes. Season with salt and pepper. Transfer to large bowl. Sprinkle with Parmesan.",rigatoni-with-spicy-sausage-tomato-sauce-arugula-and-parmesan-242503,0,
442,Beef Ribs with Orange and Smoked Paprika Sauce,"['2/3 cup sweet orange marmalade', '1/4 cup Sherry wine vinegar', '2 tablespoons frozen orange juice concentrate, thawed', '2 tablespoons extra-virgin olive oil', '1 tablespoon smoked paprika* plus more for sprinkling', '1 1/4 teaspoons ground cumin plus more for sprinkling', '6 meaty beef ribs', 'Sometimes labeled Pimentón Dulce or Pimentón de La Vera Dulce', 'available at some supermarkets', 'at specialty foods stores', 'and from tienda.com.']","Prepare barbecue (medium-low heat). Blend first 4 ingredients, 1 tablespoon paprika, and 1 1/4 teaspoons cumin in medium bowl. Season sauce with salt and pepper. Transfer half of sauce to small pitcher and reserve.
Sprinkle ribs on all sides with paprika, cumin, salt, and pepper. Grill 20 minutes, turning occasionally. Brush ribs with some of sauce from bowl. Grill until slightly charred and cooked to medium-rare, brushing with remaining sauce in bowl, about 15 minutes. Transfer ribs to platter. Drizzle with some of reserved sauce in pitcher and sprinkle with salt and pepper; pass remaining sauce.",beef-ribs-with-orange-and-smoked-paprika-sauce-242466,0,
443,Smoked Salmon Chips,"['6 slices of smoked salmon', '12 large potato chips', '2 tbs crème fraîche (or sour cream)', 'Chive', 'thyme or dill for decoration']","1. Divide each salmon slice in two, roll them to an appropriate size, and place them on the chips.
2. Put the crème fraiche in a plastic bag and cut a little hole in one corner to make the bag work as a piping bag. Pipe about 1/2 tsp onto each salmon chip.
3. Decorate with chive, thyme, or dill.
Make it easy on yourself by placing all the ingredients on a tray and letting your guests compose their own hors d'oeuvres.
Spice it up by using different types of chips such as sweet potato, delta blue potato, or daikon radish. Works well with caviar instead of salmon, too. You can also make your own chips in the oven with thin slices of potatoes.",smoked-salmon-chips-242390,0,
444,Summer Rolls,"['1 oz cellophane noodles', '1 lb extra lean ground turkey breast', '2 large egg whites, lightly beaten', '1 cup chopped scallions', '1/2 cup chopped shiitake mushroom caps', '1 tsp fish sauce', '1 tsp oyster sauce', '1 tsp sugar', '1/4 tsp black pepper', '2 tsp canola oil', '1/2 each red and green bell pepper, cored, seeded and cut into thin strips', '""9 sheets (8 inches each) rice paper (found in grocery stores Asian section)""', '1 cup drained canned mung bean sprouts']","Boil noodles in salted water for 3 minutes; drain; set aside. Combine turkey, egg whites, scallions, mushrooms, fish sauce, oyster sauce, sugar and black pepper in a bowl. Heat oil in a large skillet over medium-high heat; cook turkey mixture, stirring, until dry and crumbly, about 7 minutes. Remove from heat. Push meat to one side; place pepper strips in pan. Fill a bowl with warm water. Soak 1 piece rice paper until pliable, but not entirely soft, 10 to 15 seconds. Lay flat on a cutting board. Place 2 bell pepper strips across wrapper 2 inches from bottom. On top of strips, layer 1/2 cup turkey mixture, 1/8 of mung beans, 1/8 of noodles and 1/8 of pepper strips to form a log-shaped pile. Fold bottom edge of wrapper up and sides in against filling. Roll up to top edge. Repeat with remaining ingredients. Cut in half on bias.",summer-rolls-242327,0,
445,Shrimp and Coconut Rolls,"['10 ounces peeled cooked shrimp, cut into 1/4- to 1/3-inch pieces', '2 1/2 cups thinly sliced iceberg lettuce (about 1/4 large head)', '1 1/4 cups finely grated peeled fresh coconut', '1/2 unpeeled English hothouse cucumber, seeded, cut into 1/4-inch cubes (1 cup)', '1 tablespoon plus 1/2 cup fresh lime juice', '6 teaspoons fish sauce (such as nam pla or nuoc nam),* divided', '4 1/2 teaspoons sugar, divided', '3 teaspoons minced seeded red or green serrano chiles, divided', '2 tablespoons finely chopped green onion', '2 teaspoons chopped fresh mint leaves', '15 8- to 9-inch-diameter rice paper rounds (spring roll wrappers)**']","Combine shrimp, lettuce, coconut, cucumber, 1 tablespoon lime juice, 4 teaspoons fish sauce, 1/2 teaspoon sugar, 2 teaspoons chiles, green onion, and mint in large bowl.
Moisten kitchen towel. Squeeze out excess moisture and lay towel flat on work surface. Fill large bowl with warm water. Submerge 1 wrapper in water until beginning to soften, about 20 seconds. Place on damp towel. Place 1/4 cup shrimp mixture in 3-inch long strip down center of wrapper. Fold in sides of wrapper over filling, then roll up tightly, enclosing filling. Repeat with remaining wrappers and filling. DO AHEAD: Can be made 8 hours ahead. Place on baking sheet lined with parchment paper, cover with damp paper towels, and refrigerate. Let rolls stand at room temperature 10 to 15 minutes before serving.
Mix 1/2 cup lime juice, 2 teaspoons fish sauce, 4 teaspoons sugar, and 1 teaspoon chiles in small bowl. Serve rolls with dipping sauce.
* Available in the Asian foods section of most supermarkets, at some specialty foods stores, and at Asian markets.
** Thin Thai or Vietnamese wrappers (known as banh trang) made from rice flour; available at Asian markets.",shrimp-and-coconut-rolls-242117,0,
